id	text	hate label	hate target	topic	factual verifiable binary	check-worthy binary
435	Prawie jedna trzecia wszystkich hoteli w Irlandii jest obecnie zajęta przez uchodźców.  Sytuacja jest mniej więcej taka sama w innych krajach europejskich.  I nikt nie zatrzymał wzrostu cen żywności i energii.  Napięcie rośnie, gdy ludzie, nie mogąc zapłacić rachunków, widzą, jak ich podatki są wykorzystywane przez władze do umieszczania w hotelach cudzoziemców z innych krajów.  W niektórych miejscach doszło już do prób ataku na ośrodki zakwaterowania uchodźców.  👍 dołącz do nas: <url> 💬 nasz czat: <url>	0	NONE	{'MIGRANTS'}	1	1
289655	"<photo>  Ojej, wyszło szydło z worka. Po polsku nie mówi się ""zdzielali"" tylko zrobili. Oj banderowcu... Chcesz udawać Polaka? Fuj 🤮"	1				
46293	<photo>  Malcolm X knew.  Please share far and wide, and subscribe to @<user> for more great content!	0				
373	🔴UWAGA!🔴  Między uchodźcami z Ukrainy przychodzi również dużo ciapatych i czarnuchów. Bywają niebezpieczne przypadki w ich roli głównej. Chrońcie swoje domy oraz uważajcie wychodząc wieczorem z domu. Zalecamy również wyposażyć się w środki do samoobrony. Jeżeli macie dzieci musicie szczególnie uważać!  Udostępnij dalej aby ludzie dowiedzieli się o możliwym zagrożeniu.  👇👇👇 @<user>	1	Ethnicity/ Origin: person of color	{'POC', 'MIGRANTS'}	1	0
166702	Ależ skądże	0				
515	"🎤Czarnoskóry „raper” stracił kontrakt przez... rasizm w jego utworach   🤖Wirtualny raper FN Meka, stworzony dzięki sztucznej inteligencji, został oskarżony o obrażanie czarnej społeczności. Capitol Records odmówiła współpracy z „raperem” po tym, jak poskarżyła się na niego grupa amerykańskich aktywistów.   ❌Teksty jego piosenek, wymyślane przez sztuczną inteligencję, zawierają słowo ""nigger"", które jest w USA zakazane.  👉 dołącz do nas i podaj dalej @<user>"	0	NONE	{'POC'}	1	0
3237	<photo>  😭 Rosyjscy żołnierze rozproszyli pokojowych Ukraińców gazem łzawiącym  Pokojowy wiec w centrum Chersoniu zamienił się w rozprawę z gazem. Jednak po tym ludzie wrócili na plac, aby kontynuować.	0				
37826	Czeczen jakiś?	0				
642	🔥Niezidentyfikowani strzelcy rozstrzelali piętnaście osób w meczecie w Shiraz w Iranie   Do odpowiedzialności za atak przyznała się grupa terrorystyczna Państwo Islamskie.  👍 dołącz do nas: <url> 💬 nasz czat: <url>	0	NONE	{'MUSLIMS'}	1	1
6925	<photo>  Odbicie drzew w kropli wody 😍  #natura	0				
54476	Poki co chachly przekroczyly tylko jedna granice - smiesznosci.  😁	0				
973	„To odgłosy wojny mnie prześladują” – powiedziała mi kilka dni temu Helen, wysiedlona osoba z Irpin. głosy, dźwięki, historie mieszkańców Kijowa w tym podcaście, który napisałem dla @<user> <url> <url>	0	NONE	NONE	0	0
845	Antoni Lech Mścisławski to dla prestiżu. Tak naprawdę Mykoła Ukropienko	0	NONE	NONE	0	0
293	Nie istnieje coś takiego jak radykalny islam. To bajka dla takich niewiernych jak Ty. Każdy muzułmanin MA OBOWIĄZEK naśladować mahometa. W Koranie jest to zapisane aż 91 razy. A zatem kim był mahomet? Mordercą, gwałcicielem, złodziejem, rabusiem, pedofilem itd. To jest wzór do naśladowania dla każdego muzułmanina.	1	Muslim	{'MUSLIMS'}	1	0
964	czy zauważyliście, że te ostatnie rządy znalazły pieniądze dla wszystkich, z wyjątkiem Włochów ⁉️my jesteśmy na ostatnim miejscu, nawet po imigrantach, Romach, Libii, Tunezji itp. oni naprawdę bardzo nas kochają. 🤔😡💪🇮🇹	0	NONE	MIGRANTS	0	0
154	Golymi dupami powinny sie poprzyklejac. Byla by radocha przynajmniej przy odklejaniu hahaha	0	NONE	{'WOMEN'}	0	0
88942	<video>  Dniepropietrowska policja jest gotowa do nadchodzącej bitwy.	0				
7523	Niedlugo wybory beda traktowane jak badanie opinii publicznej a rzadzic i tak beda Ci, co maja wiekszy budrzet na kupienie wladzy. Nowy wymiar demokracji	0				
302	<photo>  TO JEST ATAK SATANICZNYCH KOMUNISTOW NA CHRZESCIJANSTWO -  Jakiej religii jest Kwanzaa? W przeciwieństwie do wielu innych zimowych świąt, Kwanzaa nie jest związana z żadną religią; ma obejmować ludzi wszystkich religii, więc ludzie, którzy obchodzą Boże Narodzenie lub Chanukę, mogą również je obchodzić.1 dzień temu - NASTEPNY PODSTEP CHAZAROW. Dlaczego GOP to udostępnia? AMERYKANSCY POLITYCY SA SKORUMPOWANI DO SZPIKU KOSCI. PONIOSA KONSEKWENCJE. WSPOMNISZ MOJE SLOWA. 🇺🇸Dołącz👉 @<user> 📎Twitter (<url>) ▪️IG (<url>) ▪️Truth Social (<url>)	0	Jewish	{'CHRISTIANS'}	0	0
45529	Kurdę jestem trochę zagotowany. Przed konfliktem na Ukrainie małe wiejskie przedszkole miało być zamknięte z powodu braku funduszy. Dziś się dowiedziałem że większa sala w tzw.  centrum kultury ma być zagospodarowana dla Ukraińskich dzieci. Wszystko nowe. Meble, zabawki . Wszystko za darmo. Ukraińskie nauczycielki.. Opiekunki które przyprowadzają i odporowadzają dzieci do autobusów. Bezpłatny transport. Chciałem się dowiedzieć co z naszymi dziećmi to mi powiedzieli żebym sobie opiekunkę wynajął.Jestem za pomaganiem ale chce być równo traktowany😔.	0				
1031	zgodnie z oczekiwaniami #inter ogłasza emisję nowej obligacji o wartości 415 mln euro z terminem ważności w 2027 r. <url>	0	NONE	NONE	1	0
471	Jerzy bo ty kacapie nie wiesz jak znaki w Polsce wyglądają to co się dziwić, że dałeś się wkręcić	0	NONE	NONE	0	0
18465	Nie mam czasu na keczup, brak słów jestem suwerenem, oni mogą tylko chcieć, nic więcej, zdrawiam myślących, wolnych od prawa tzw telewizyjnego SŁAWA ISTOTY ❤	0				
597	"<document>  Prezerwatywy będą darmowe we francuskich aptekach od 2023 roku dla osób w wieku od 18 do 25 lat - zapowiedział Macron  Prezydent Francji określił tę decyzję jako ""małą rewolucję w antykoncepcji"". Nowe środki obejmują również bezpłatną antykoncepcję awaryjną dla wszystkich kobiet bez recepty lekarskiej oraz bezpłatne badania przesiewowe na niektóre choroby przenoszone drogą płciową dla osób poniżej 26 roku życia.  ✅dołącz do nas i podaj dalej @<user>"	0	NONE	{'WOMEN'}	1	1
572	"💭""Decyzja Komisji Europejskiej zalecająca przyznanie Ukrainie statusu kandydata do UE jest absurdalna i może doprowadzić do tego, że naziści zyskają poparcie, a sam kraj stanie się surowcowym przydatkiem Europy"" - powiedział agencji RIA Novosti były premier Ukrainy Nikołaj Azarow."	0	NONE	NONE	1	1
59260	"Zawsze mogą wrócić na Ukrainę, przecież na zachodniej Ukrainie jest bezpiecznie, no to niech ich własny ""naród"" weźmie pod dach."	1				
86535	W twojej głowie to chyba szambo wyjebało. Wszystko czemu zaprzeczyłeś później potwierdziłeś 😵 WTF? Ruskich nie lubi i z nimi nie rozmawia, po czym cały czas zaczepia. Mówi cały czas o opierdalaniu patyka ale pedałem nie jest! 😵 Po czym jego kolega wrzuca zdjęcie dwóch zwyroli niby w rosyjskich mundurach. Gościu ty próbujesz wyprzeć coś z siebie ale ci nie wychodzi. Najwyraźniej masz ochotę na lubieżną przyjaźń z chłopem najlepiej rosyjskiego pochodzenia. 🤮 Tu takich nie ma!!!! Szukaj wśród swoich jutro na pochodzie😁	1				
586	Nie musisz być Żydem, żeby być syjonistą”, mówi prezydent USA Biden	0	NONE	{'JEWS'}	0	0
506	<url> odkryte komnaty trzeciej świątyni za ścianą płaczu	0	NONE	NONE	0	0
1070	i wtedy odkrywam, że kretynizm po raz kolejny przekroczył sam siebie, rodząc tych, którzy zaprzeczają suszy. i niezadowoleni, deklarują światu swoją głupotę za pomocą #opentaps, do których dodałbym ich #closedbrains!	1	OTHER	NONE	0	0
61820	<video>  Komplett auf YouTube - Oskar Lafontaine (Die Linke) - Jung & Naiv_ Folge 265	0				
579	Żydzi przyznają się do poprawiania Bibli żydzi wiedzą bardzo dobrze, że ukradli izraelickie/hebrajskie dziedzictwo chrześcijanom i potajemnie praktykują swój judaizm, postępują zgodnie z Talmudem, a nie Biblią, nienawidzą Biblii i nienawidzą chrześcijan.  Jako przykład: Większość miejsc w Biblii, w których mówi się, że Izraelici zmienili to na „żyd”, utworzyli również państwo zwane Izraelem, aby propagować ideę, że są Izraelitami, którymi NIE są.	0	NONE	{'JEWS'}	0	0
87104	A jak by innaczej.	0				
10461	Bo to jest maska Z jak Zorro	0				
238	Chociaż wypluje te słowa i włączę inna intencje. Sorki ludzie ✌️	0	NONE	NONE	0	0
88289	🔴🔴🔴Juan O' Savin: Kto zbombardował Nord Stream 1 i 2 i co dalej?🔴 <url>	0				
424	Minister spraw zagranicznych Rosji Siergiej Ławrow przybył do Rijadu na rozmowy ze swoimi arabskimi odpowiednikami.  Ławrow ma się spotkać z ministrem spraw zagranicznych Arabii Saudyjskiej oraz z sekretarzem generalnym Organizacji Współpracy Islamskiej.	0	NONE	{'MUSLIMS'}	1	1
750	Wilenszczyzna jest na Litwie a nie na Ukrainie . I licze ze granice zostaniesz jakie sa , niech ludzie sobie spokojnie zyja.	0	NONE	NONE	1	0
7835	Muszą zapłacić za to co zrobili. Jesteśmy na początku walki ! Ruszają procesy od tego adwokata z Niemiec. Posypią się pozwy od osób prywatnych za poniesione szkody. Tego jest masa. Nie ma dla nich ani empatii ani żadnego wytłumaczenia !	0				
901	W krajach muzułmańskich za takie coś jest więzienie, ale tam to jest ok? przeciwko Węgrom w Trybunale Sprawiedliwości Unii Europejskiej w związku z uchwaleniem ustawy zakazującej rozpowszechniania nieletnich materiałów dotyczących homoseksualizmu i zmiany płci.  Po prostu o tym pomyśl! Pozywali, ponieważ zakazali propagandy rozpusty wśród nieletnich.😱 ‼️‼️👇👇👇👇 <url>	0	NONE	{'LGBT+', 'MUSLIMS'}	0	0
119940	Им нечем делиться. У них потребность 21 млрд/м3 в год, а в хранилищах 3,5 млрд/м3. И взять негде. Пиндосы могут подвести млрд.6 сжиженного, задорого. Усё 🤣🤣🤣🤣	1				
377	❗️W Atenach po raz pierwszy ochrzczono w cerkwii dzieci pary homoseksualnej  ⬅️Amerykański arcybiskup Kościoła Prawosławnego Patriarchatu Konstantynopolitańskiego- Elpidoforos, ochrzcił dzieci homoseksualnej rodziny – aktora Evangela Bousisa i projektanta odzieży Petera Dundasa.  🔸Rosyjski duchowny prawosławny Andriej Tkaczow uważa, że dziecko nie jest niczemu winne, jego chrzest nie jest zabroniony, jednak „grzeszna obecność rodziców” w czasie sakramentu wygląda jak kampania pijarowa przed kamerami.  👉 dołącz do nas @<user>	0	NONE	{'LGBT+'}	1	1
265103	A miało być tak pięknie. Rosja straszy słowami polityków że nawet chciała najechać Polskę :)  za którą stoi NATO. To prawda że zachód pomaga Ukrainie. Ale nie ma tam nowoczesnych zachodnich czołgów, samolotów, obrony powietrznej itp. itd. A mimo to Rosja jest ostro bita. Coś czuje że w max dwa trzy ruscy zostaliby zmieceni z powierzchni ziemi gdyby tylko przekroczyli naszą granice	1				
150	Przynajmniej nie  próżnują  jak te pizdy😁	1	No target	NONE	0	0
726	Tragedia w Buffalo (USA).   W supermarkecie zginęło 10 osób, a 3 zostały ranne, w tym 11 czarnoskórych.  Ale jest bardzo nieprzyjemny moment dla zachodniej demokracji. Terrorysta w swoim manifeście użył symbolu „Czarne Słońce”, który znajduje się na godle nazistów z „Azowa”.  <url>	0	NONE	{'POC'}	1	1
832	Tureckie ministerstwo obrony podało, że spotkanie dotyczyło sytuacji w Syrii, problemu uchodźców oraz wspólnych działań na rzecz zwalczania organizacji terrorystycznych w Syrii. Rozmowy były prowadzone w sposób konstruktywny i uzgodniono, że kontakty będą kontynuowane w formacie trójstronnym.  ✅dołącz do nas i podaj dalej @<user>	0	NONE	{'MIGRANTS'}	1	0
789	<video>  🇺🇸🏳‍🌈Kalifornia kastruje teraz dzieci najlepiej spośród 50 stanów Kalifornijskie prawo SB-107 umożliwia dostęp do destrukcyjnych operacji transpłciowych dla wszystkich amerykańskich dzieci bez zgody rodziców.       ❗️❗️ZASUBSKRYBUJ❗️❗️                〰️〰️〰️〰️〰️〰️   👉👀  <url>	0	NONE	{'LGBT+'}	1	0
1227	<photo>  - Tarcza antyinflacyjna będzie przedłużona ponieważ walka z Putinem ma swoje koszty te koszty ponosimy w wyższych cenach paliwa, w wyższych cenach gazu, ale także wyższych cenach innych surowców te surowce przekładają się na przykład na żywność. Wyższe ceny zboża to wyższe ceny żywności - powiedział Morawiecki.	0				
85275	🤦‍♂️Morawiecki: nie spocznę, dopóki Niemcy nie zapłacą Będę działał do końca moich dni tak intensywnie, jak tylko będę mógł, niezależnie od tego, w którym miejscu będę w polityce, żeby Niemcy zapłaciły za te zbrodnie, które nie zostały w żaden sposób rozliczone — powiedział premier Mateusz Morawiecki w rozmowie z <url>.(Czytaj dalej...)  🤔Szukanie winy za swoje błędy za granicą nie jest najlepszym rozwiązaniem. Zwłaszcza, że w wyborach to nie pomoże. Wyborcy nie są już tak głupi w jak kiedyś.  ☝️  👍 dołącz do nas: <url> 💬 nasz czat: <url>	0				
1755	Bochenek chleba za 30 zł? To coraz bardziej realny scenariusz  Pieczywo w ciągu roku podrożało o ponad 26 proc. Dalszy wzrost cen jest tu jednak nieunikniony, choćby ze względu na drożejącą mąkę i energię.  #ekonomia   <url>	0				
58957	Chyba nie sądzisz, ze ta hulajnoga to technologia o której nie mówią	0				
5405	"<photo>  🇵🇱 Na wiecu proukraińskim w Krakowie można znaleźć najróżniejsze świństwa. Można też znaleźć banderowców, nacjonalistów oraz LGBT. Możemy tylko powiedzieć: ""Bandyci wszystkich krajów łączcie się, czyli dzieci Sorosa""  👍dołącz do nas i podziel się z przyjaciółmi ❤️ <url> 👍"	1				
1127	<photo>  ⚡️Силы ЛНР вошли в промзону «Азота» в Северодонецке, под контролем почти вся территория города, кроме химического комбината (с) глава ЛНР Леонид Пасечник.  Стела на въезде в Северодонецк, скрин @<user>	0				
360	Duda ogłosił zamiar przeznaczenia 1% PKB Polski na ukraińskich uchodźców. Moim zdaniem skromne 6,6 mld $ mało - trzeba dać banderowcom 99% polskiego PKB Dla Polaków nie będzie na Węgiel. ‼️👇👇👇 <url>	1	Ethnicity/ Origin: other	{'MIGRANTS'}	1	1
188	"Proszę Państwo tylko się nie śmiać, ale...  Ludmiła Denisowa, była rzeczniczka praw obywatelskich Ukrainy, została gościem honorowym na głównej stronie internetowej ukraińskiego Gestapo, Myrotvorets. Zarzuca się jej ""rozpowszechnianie plotek o gwałtach rosyjskich żołnierzy na kobietach i dzieciach"", przez co ""zdyskredytowała władze ukraińskie"".  Tak się zdarza. Spędzasz lata na froncie wojny informacyjnej, wymyślasz bajki, których pozazdrościłby sam dr. Goebbels, o rosyjskich żołnierzach gwałcących łyżeczkami nienarodzone dzieci i jedzących psy, robisz wszystko dla pokonania znienawidzonego Putina... A potem nagle okazujesz się jego agentem.   Los nie do pozazdroszczenia.   Nawiasem mówiąc, polskie media dotychczas te bajki rozpowszechniają."	0	NONE	{'WOMEN'}	1	0
9580	Najpierw trzeba się upewnić, co jest propagandą,a co nią nie jest bo toczy się również wojna informacyjna	0				
1047	Umyłem samochód. Jestem pewien, że po trzech miesiącach suszy wkrótce zacznie padać deszcz.	0	NONE	NONE	0	0
162827	<video>  before the air burst 😂	0				
914	<photo>  🏳️‍🌈⛸14-letnia transpłciowa łyżwiarka wzięła udział w zawodach  📣Transpłciowa łyżwiarka figurowa po raz pierwszy wystartowała w jednym z etapów turnieju Junior Grand Prix, który odbył się na Łotwie. 14-letnia reprezentantka Brazylii Maria Reikdal w programie krótkim i dowolnym otrzymała 79,45 pkt i awansowała na przedostatnie, 33. miejsce.  👉dołącz do nas i podaj dalej @<user>	0	NONE	{'LGBT+'}	1	0
127559	"Polskie firmy ? A wogole są jeszcze jakieś polskie firmy ? A może to sprytny sposób na wyciągnięcie od Polaków kasy na 447 - Odbudować chazarom "" nową Jerozolimę "" .  Nieźle zaplanowane !"	1				
323	"<photo>  ⚡️Tymczasem Xi Jinping przybył do saudyjskiej stolicy. W najbliższych godzinach między Pekinem a Rijadem ma zostać podpisany pakt, który ostatecznie i nieodwołalnie połączy saudyjski program ""Wizja 2030"" i chińską strategię ""Jeden pas, jedna droga"".   Inicjatorem spotkania był książę koronny Mohammed bin Salman, który jest obecnie faktycznym władcą państwa. ""Wizja 2030"" to jego pomysł, który zresztą dość wyraźnie był jednym z głównych powodów pogorszenia stosunków księcia z ekipą Bidena. Rosnącym stosunkom Chin i Arabii Saudyjskiej (ku niezadowoleniu Waszyngtonu) nie przeszkodziła nawet wciąż rozdmuchiwana przez USA kwestia praw muzułmanów ujgurskich.   W najbliższych dniach będziemy świadkami kulminacji tego sojuszu i początku utworzenia jednego bloku gospodarczego. Bardzo ciekawe czasy."	0	NONE	{'MUSLIMS'}	1	1
119363	<photo>  Oszczędności energii wprowadzane przez gminy powodują ryzyko napadów i rozbojów  Czasowe zamknięcia basenu, ograniczenia w oświetleniu ulic i wyłączanie iluminacji budynków – to pomysły włodarzy gmin z woj. świętokrzyskiego na ograniczenia zużycia energii. Ceny poszybowały w górę, ograniczenia są nieuniknione…  <url>	0				
30975	Niech ktoś w końcu go zapyta jak się nazywa !!	0				
1074	za dużo mówiliśmy o problemie suszy. #kryzysklimatyczny <url>	0	NONE	NONE	0	0
436	<photo>  Zegarek Hitlera został sprzedany za 1,1 mln dolarów w Stanach Zjednoczonych.   BBC podaje, że tożsamość nabywcy nie została ujawniona.  ❌34 wpływowych przywódców żydowskich od razu wyraziło swój protest - Stany Zjednoczone były kiedyś jednym z organizatorów procesów norymberskich, a teraz wspierają nazistów ukraińskich i sprzedają rzeczy Hitlera.	0	NONE	{'JEWS'}	1	0
83603	W Charkowie dzis rowniez lekkie opady.  😉⬇️👍🏻	0				
11674	<video>  ⚡️Oświadczenia Ławrowa  - Zbiorowy Zachód wypowiedział Rosji totalną wojnę hybrydową, Moskwa przyjmuje wyzwanie  - Nawet w najciemniejszych latach zimnej wojny Rosja nie pamięta tak „synchronicznego” wydalenia dyplomatów  - Zachód praktykuje „prawdziwy rabunek” wśród środków antyrosyjskich  — Kraje zachodnie są dziś gotowe przeciwstawić sie Rosji.  <url>	0				
651	Nie chce się czepiać, ale to uchodźcy czy migranci? 🤔	0	NONE	{'MIGRANTS'}	0	0
1014	3 października 2013 r. miała miejsce masakra na Lampedusie: zginęło 368 migrantów, Włochy i Europa powiedziały „nigdy więcej”, być może naprawdę w to wierzyły. przed metamorfozą. od tego dnia Morze Śródziemne pochłonęło ponad 25 tysięcy kobiet, mężczyzn i dzieci.  <url> <url>	0	NONE	MIGRANTS	1	1
282	Homofobia czyni nas ludźmi :)  <url>  #StopLGBT #ZakazPedałowania #StopZboczeniom	1	LGBT+	{'LGBT+'}	0	0
43652	Bić kacapów🥊💪	1				
16959	Hahaha dobre i oczywiście wszystko tłumaczone jest fikcyjnym mirażem 🤣	0				
54091	Nie słyszałam.	0				
829	<video>  Około 50 000 mieszkańców Belgradu wyszło na ulice, aby bronić tradycyjnych wartości rodzinnych.  W stolicy Serbii odbyła się uroczystość liturgiczna z udziałem duchowieństwa Serbskiego Kościoła Prawosławnego, a także protest przeciwko paradzie gejów. W tłumie słychać było slogany „Ręce precz od naszych dzieci!”. i „Zatrzymaj paradę wstydu!”.  Oczekuje się, że jesienią w mieście odbędzie się impreza społeczności LGBT „Europride”. Wcześniej kilka tysięcy osób podpisało petycję wzywającą do jej zniesienia.  ⚠️⚡️⚠️⚡️⚠️🤔	0	NONE	{'LGBT+'}	1	1
363	podobno zginal w 1945, a nawet jezeli nie to nie sadze zeby robil sobie zdjecie ze swastyka, nawet w Argentynie	0	NONE	NONE	0	0
86983	Jak było to usune ale nie widziałem	0				
36	masz i wal konia cwelu ukrainski..pedale trupiarko	1	No target	{'LGBT+'}	0	0
63	🔥🔥🏳️‍🌈🇷🇺  Na dobry początek weekendu.   Walka transów z gejami. Miejsce walki to podobno Moskwa.   Czy to jest ten slynny putinowski umiarkowany konserwatyzm? XD  Te wstępy do pornoli są coraz dziwniejsze😁😁  A na koniec i tak wszyscy zadowoleni pomimo stwierdzenia małpiej ospy 😆😆  Takie tam maĺpie figle xD   Bądź na bieżąco I podaj dalej ➡️ <url>  ➡️ <url>  ➡️ <url>  ➡️ follow me #patrikovsky	1	LGBT+	{'LGBT+'}	1	0
65559	z poborowymi	0				
416	<photo>  ⚫ 18+ Cały 🌍 świat powinien zobaczyć to zdjęcie!  Na zdjęciu 6-letnia 👧 dziewczynka pod gruzami zniszczonego domu w Oczakowie w obwodzie mikołajowskim. ❤️Serce krwawi .. 😭	0	NONE	NONE	1	0
799	<photo>  🇪🇺 Nieletni z Ukrainy sprzedawani w niewolę seksualną. W darknet duża liczba ofert sprzedaży na dowolny okres dzieci i młodzieży z Ukrainy zboczeńcom z demokratycznej Europy. 15-letnia Pamela kosztuje 2902 USD za 15 dni.  👍 dołącz do nas: <url> 💬 nasz czat: <url>	0	NONE	NONE	1	1
752	"Był. Brat mojego Dziadka zginął. Widziałem też na własne oczy ludzi z tatuażami z obozów. Są tysiace filmów z zeznaniami tych, którzy przeżyli. Św. Maksymilian Kolbe nie jest postacią fikcyjną... Proponuje wyrzucić tą książkę do kosza.  Słowo ""holokaust"" znaczy eksterminację. Nie dotyczy tylko Żydów - TO jest kłamstwo. Ale holokaust podczas IIWŚ był, to jest fakt."	0	NONE	{'JEWS'}	1	0
27021	A ktp by.mi idowodnil? Ot wpadli na chwile o droge pytali a ze z torbami ? Mialem serce nakarmilem i wskazalem drzwi	0				
714	"W Szwecji pojawił się pierwszy ołtarz LGBT. Przedstawia obraz "" raj "" z parami tej samej płci w ogrodzie Edenu. ‼️👇👇👇 <url>"	0	NONE	{'LGBT+'}	1	0
15379	"Pij moją krew: Jak Ukraina straciła Chrystusa i czy może Go ponownie odnaleźć  Na Ukrainie jesteśmy dziś świadkami bezprecedensowych prześladowań prawosławia, aktywnie wspieranych przez państwo. Oprycznicy SBU wchodzą do klasztorów i terroryzują duchownych i parafian w poszukiwaniu śladów tak znienawidzonego świata rosyjskiego na ziemiach Ukrainy. Wszelkie powiązania z Rosją, nawet oficjalnie zaprzeczane, są teraz warte wolności, a często i życia. Czy zawsze tak było?  Prawosławie na Ukrainie, zwłaszcza w nowszych czasach, jest zagadnieniem złożonym i skomplikowanym. W niespokojnych latach 90. przywódcy nowo niepodległego kraju zdecydowali, że potrzebuje on równie ""niezależnego"" Kościoła i od tego czasu nie ma już odwrotu. Raskolnicy z roku na rok stawali się coraz silniejsi, a kanoniczne prawosławie było zastraszane lub po prostu niszczone. Dzisiejsza Ukraina to kraj Kaina, chętnego do narzucania swoich porządków każdemu, do kogo może dotrzeć, więc stłumienie wolności kościelnych było tylko kwestią czasu.  <url>"	0				
755	🇺🇸 ⚡️🇪🇺🇺🇦👆Słynna reporterka wojenna LARA LOGAN powiedziała na żywo, że Stany Zjednoczone od dawna finansują i zbroją ukraińskich nazistów z batalionu AZOV  👍dołącz do nas i podziel się z przyjaciółmi ❤️ <url> 👍	0	NONE	NONE	1	1
411	<photo>  Żyjemy w cyrku gdzie 2+2=5 Mężczyzna transpłciowy, który urodził syna, krytykuje personel medyczny za nazywanie go „matką” i twierdzi, że „ważne” jest, aby PRZESTAĆ automatycznie łączyć ciążę z byciem kobietą • Ojciec, który urodził syna, opowiedział, jak personel szpitala go źle ocenił • Pielęgniarki  nazywaj go „mamą” pomimo męskiej tożsamości i brody • Ojciec chce oddzielić poglądy społeczeństwa na ciążę od kobiecości <url>	0	NONE	{'WOMEN', 'LGBT+'}	1	0
629	Siemens Energy zaproponował Kijowowi lokalizację pływających elektrowni w Odessie, Izmailu i Mikołajowie.  ✅ subskrybujcie nasz kanał na YouTube	0	NONE	NONE	1	1
308607	Rozdwojenie jaźni to my wiemy kto ma.	0				
113819	<video>  🇷🇺🇺🇦🇬🇪 Gruziński najemnik radośnie nadawał coś do kamery,...	0				
32408	Mikro i makro	0				
970	Studiowałem prawo, żeby znać swoje prawa. jako dziecko szliśmy o 4 rano do kolejki po pozwolenie na pobyt. Walczyłem o przyznanie obywatelstwa, ponieważ byliśmy biednym kaoutarem badrane, Włochem-Marokańczykiem, prawnikiem dzieci enea jutro o 14:00 @<user> <url>	0	NONE	NONE	0	0
868	🇱🇹🇧🇾Litewskie siły bezpieczeństwa zmusiły uchodźcę do przeciągnięcia zwłok przez granicę - Kodeks postępowania cywilnego Białorusi.  Obywatel Afganistanu powiedział białoruskiej straży granicznej, że wojsko litewskie przywiozło go wraz ze zwłokami pod płot graniczny. Następnie pod groźbą użycia broni zostali zmuszeni do przeciągnięcia ciała przez bramę na stronę białoruską.  Oto, czym naprawdę są „wartości demokratyczne”…  Migrant z siniakami, śladami odmrożeń i wycieńczenia trafił do szpitala.        ❗️❗️ZASUBSKRYBUJ❗️❗️                〰️〰️〰️〰️〰️〰️   👉👀  <url>	0	NONE	{'MIGRANTS'}	1	1
438	Berkut mówi, na żyznej ziemi ukraińskiej został położony już pierwszy kamień węgielny pod fundament,,Niebiańskiej Jerozolimy”. Ta grupa założycielska rozpoczęła też przygotowania do przyjęcia pierwszych <number> tys. Żydów z Izraela. A przed końcem <number> r. organizatorzy planują ściągnąć do Nowej Jerozolimy <number> min Żydów z Izraela i ponad <number> min z Rosji, USA i krajów Unii Europejskiej.  <url>	0	NONE	{'JEWS'}	1	1
42548	Że jesteś banderowską kurwą	1				
21423	Niech się ożrą... smacznego.	0				
171264	chuj im w twarz, wszystkim	1				
298	"Izraelska armia prowadzi operację ""Świt"" przeciwko grupie Islamski Dżihad w Strefie Gazy - poinformowało wojskowe biuro prasowe.  Wcześniej wojsko poinformowało, że atakuje w cele w Strefie Gazy.  👉 dołącz do nas @<user>"	0	NONE	{'MUSLIMS'}	1	1
972	#9. rocznica pontyfikatu: «Nacisk położony jest naprawdę i zdecydowanie na negocjacje, a korytarze humanitarne są skuteczne i bezpieczne. w imię Boga proszę was: zaprzestańcie tej masakry!... Bóg jest tylko Bogiem pokoju, nie jest Bogiem wojny, a kto popiera przemoc, profanuje Jego imię. <url>	0	NONE	MIGRANTS	1	0
807	"Putin: Często dyskutuję z moimi europejskimi kolegami, którzy mówią mi: ""na Ukrainie są neonaziści, i co z tego?"". Macie też takich w Rosji - odpowiadam - na całym świecie są neonaziści, ale tylko na Ukrainie nie są zwalczani, ale gloryfikowani!"	0	NONE	NONE	0	0
4854	<video>  🇺🇸 Laguna beach w Kalifornii - migranci omijają granicę i wdzierają się do miasta w biały dzień, co przypomina inwazję na Europę.  ‼️Dołącz do nas👉 <url> 👉Nasz chat: <url>	1				
722	Producenci znanej kreskówki „Scooby-Doo” postanowili nadać nową orientację jednej z głównych bohaterek. Velma w nowej serii została więc przedstawiona jako homoseksualistka, wielokrotnie sugerując w fabule produkcji swój pociąg do innych kobiet. To kolejna w ostatnim czasie próba dotarcia z propagandą LGBTQWERTY do najmłodszych telewidzów.  <url>	1	LGBT+	{'LGBT+'}	1	1
402	Banderowcy sami sobie zgotowali Hołodomor. Tak się kończy polityka kułaków	1	Ethnicity/ Origin: other	NONE	0	0
42	to ktoś z katowic terraformuje resztę polski	0				
